CV_ID,years_experience,highest_degree,skills,Job_Role,has_portfolio,raw_text,label
cv2275,5,PhD,"Classification, Computer Vision, Machine Learning, NumPy, Pandas, Power BI, PyTorch Lightning, Python, Regression, SQL, Scikit-learn, Speech Recognition, Streamlit, Time Series",Machine Learning Engineer,TRUE,"Experienced ML engineer with strong background in model development, deployment, and monitoring.",1
cv2276,5,Bachelors,"Data Engineering, Linux, Model Deployment, EDA",Receptionist,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv2277,5,PhD,"Azure, Docker, FastAPI, GPT, HuggingFace, JSON, Kubernetes, Linux, NumPy, Pandas, PyTorch, Python, Spark, Speech Recognition",Data Scientist,TRUE,"Data scientist proficient in end-to-end ML pipelines, experimentation, and stakeholder communication.",1
cv2278,1,PhD,"TensorFlow, Clustering, Regression, HuggingFace, REST APIs",Marketing Intern,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv2279,7,Bachelors,"Feature Engineering, Machine Learning, Matplotlib, Pandas, Python, Reinforcement Learning, Scikit-learn, Signal Processing, Statistics",Computer Vision Engineer,FALSE,"Engineer skilled in time-series forecasting, anomaly detection, and feature engineering.",1
cv2280,1,Bachelors,"NLP, Docker Compose",Sales Executive,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv2281,3,Bachelors,"REST APIs, Feature Engineering, Matplotlib, TensorFlow",Content Writer,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv2282,7,Masters,"BERT, CI/CD, Data Engineering, Docker Compose, GPT, Git, Hadoop, Machine Learning, NumPy, PyTorch Lightning, Python, SQL, Streamlit",NLP Engineer,FALSE,"Data scientist proficient in end-to-end ML pipelines, experimentation, and stakeholder communication.",1
cv2283,5,PhD,"CI/CD, EDA, FastAPI, Flask, GCP, Hadoop, Linux, Matplotlib, Model Deployment, NumPy, Pandas, Python, Spark, Statistics",Senior Data Scientist,FALSE,"Engineer skilled in time-series forecasting, anomaly detection, and feature engineering.",1
cv2284,2,Bachelors,"REST APIs, Computer Vision, Statistics, JSON, Classification, XGBoost",Marketing Intern,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv2285,2,Masters,"EDA, Time Series, PyTorch, NumPy, TensorFlow, Spark",Receptionist,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv2286,11,Bachelors,"Kubernetes, Machine Learning, OpenCV, Pandas, Power BI, SQLAlchemy, Statistics, Streamlit",Applied ML Engineer,FALSE,"Data scientist with 4+ years in predictive modeling, feature engineering, and A/B testing.",1
cv2287,3,Masters,"Azure, CI/CD, Data Visualization, JSON, Kubernetes, Machine Learning, NLP, PyTorch Lightning, Python, Regression, SQL, SQLAlchemy, Statistics, TensorFlow",AI Researcher,FALSE,"Experienced ML engineer with strong background in model development, deployment, and monitoring.",1
cv2288,1,Bachelors,"GCP, Feature Engineering, Flask, Docker Compose, FastAPI, Computer Vision",Telecaller,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv2289,1,Bachelors,"FastAPI, Machine Learning, NLP, NumPy, Pandas, Python, Speech Recognition, Statistics, Streamlit",Data Scientist,TRUE,"Experienced ML engineer with strong background in model development, deployment, and monitoring.",1
cv2290,4,Masters,"Power BI, Tableau, Data Engineering, XGBoost, Kubernetes, Hadoop",Junior Intern,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv2291,1,Masters,"Model Deployment, Git",Administrative Assistant,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv2292,10,Bachelors,"Reinforcement Learning, PyTorch Lightning, Time Series",Receptionist,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv2293,3,Bachelors,"SQLAlchemy, LightGBM, Docker Compose, Regression, Computer Vision",Office Assistant,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv2294,1,Bachelors,"REST APIs, NumPy, HuggingFace, Power BI, LightGBM, Tableau",Telecaller,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv2295,0,Bachelors,"NumPy, GCP",Receptionist,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv2296,7,Masters,"REST APIs, Computer Vision, GPT",Content Writer,TRUE,Content creator interested in data science but lacks hands-on ML experience.,0
cv2297,2,Bachelors,"XGBoost, SQL, Hadoop, Matplotlib, REST APIs",Telecaller,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv2298,8,Masters,"OpenCV, GCP, TensorFlow",Content Writer,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv2299,4,Bachelors,"BERT, CI/CD, Machine Learning, NumPy, Pandas, Tableau, TensorFlow",Computer Vision Engineer,FALSE,"Data scientist proficient in end-to-end ML pipelines, experimentation, and stakeholder communication.",1
cv2300,0,Bachelors,"Transformer Models, NLP, Kubernetes",Customer Support,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv2301,2,Bachelors,"Streamlit, Seaborn, Transformer Models, Git",Data Entry Operator,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv2302,10,PhD,"BERT, Classification, Deep Learning, GPT, Git, Matplotlib, NumPy, Pandas, Python, Reinforcement Learning, Time Series, XGBoost",Data Analyst,TRUE,"NLP specialist skilled in text preprocessing, fine-tuning transformer models, and evaluation.",1
cv2303,2,Bachelors,"Speech Recognition, HuggingFace, Flask, EDA, Hadoop",Customer Support,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv2304,10,Bachelors,"Data Engineering, Linux",Customer Support,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv2305,8,Masters,"Kubernetes, Machine Learning, NumPy, Pandas, PyTorch Lightning, SQL, SQLAlchemy, Spark, TensorFlow",Machine Learning Engineer,TRUE,"Data scientist proficient in end-to-end ML pipelines, experimentation, and stakeholder communication.",1
cv2306,0,Bachelors,"Feature Engineering, Scikit-learn",Junior Intern,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv2307,4,Bachelors,"Data Engineering, Clustering, Seaborn, PyTorch, Linux",Sales Executive,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv2308,2,Bachelors,"Reinforcement Learning, Git, JSON, Data Visualization, Flask, Transformer Models",Sales Executive,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv2309,8,PhD,"Azure, Spark",Administrative Assistant,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv2310,0,Bachelors,"Reinforcement Learning, Flask, OpenCV, Hadoop, Signal Processing, BERT",Receptionist,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv2311,10,Bachelors,"Docker Compose, Reinforcement Learning, Model Deployment, SQL, Flask",Sales Executive,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv2312,2,Bachelors,"Docker Compose, SQL, Git",Office Assistant,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv2313,1,Bachelors,"Power BI, Git, AWS, GPT, Speech Recognition, PyTorch",Data Entry Operator,TRUE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv2314,1,Masters,"Kubernetes, SQLAlchemy, Regression, Statistics, LightGBM",Content Writer,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv2315,7,PhD,"CI/CD, Data Visualization, JSON, Kubernetes, Machine Learning, Matplotlib, NLP, Pandas, Power BI, REST APIs, Regression, Statistics, Tableau",AI Researcher,TRUE,"Data scientist proficient in end-to-end ML pipelines, experimentation, and stakeholder communication.",1
cv2316,6,Bachelors,"Python, Transformer Models",Data Entry Operator,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv2317,13,PhD,"Docker, FastAPI, JSON, Kubernetes, Linux, Machine Learning, NumPy, OpenCV, Reinforcement Learning, SQL, Signal Processing, Statistics",NLP Engineer,FALSE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv2318,2,Bachelors,"GCP, Statistics, Data Engineering",Junior Intern,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv2319,0,Bachelors,"Speech Recognition, REST APIs, GPT, Signal Processing",Telecaller,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv2320,0,Masters,"NLP, HuggingFace",Telecaller,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv2321,15,Bachelors,"Classification, Data Engineering, Docker, HuggingFace, JSON, Machine Learning, Model Deployment, Pandas, Python, Seaborn, Statistics, Streamlit",Research Scientist,FALSE,"Experienced ML engineer with strong background in model development, deployment, and monitoring.",1
cv2322,2,Bachelors,"Docker Compose, Streamlit, Transformer Models, Scikit-learn",Sales Executive,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv2323,3,Bachelors,"Hadoop, AWS, Kubernetes, GCP, BERT, PyTorch Lightning",Sales Executive,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv2324,0,Masters,"Spark, Feature Engineering",Sales Executive,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv2325,6,Bachelors,"SQLAlchemy, Classification, Feature Engineering, TensorFlow, Time Series",Sales Executive,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv2326,1,Bachelors,"PyTorch Lightning, Seaborn, Speech Recognition, Deep Learning, CI/CD",Junior Intern,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv2327,5,Masters,"SQLAlchemy, PyTorch Lightning, CI/CD, Git, Flask, Computer Vision",Receptionist,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv2328,6,Bachelors,"AWS, Git, Machine Learning, Model Deployment, NumPy, PyTorch, Python",AI Researcher,TRUE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv2329,1,Bachelors,"Matplotlib, Time Series, Streamlit, Azure, Reinforcement Learning, LightGBM",Data Entry Operator,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv2330,3,PhD,"Azure, FastAPI, Feature Engineering, Linux, Matplotlib, NumPy, Pandas, Python, Regression, Seaborn, Statistics, Tableau, TensorFlow, XGBoost",NLP Engineer,TRUE,"Data scientist proficient in end-to-end ML pipelines, experimentation, and stakeholder communication.",1
cv2331,6,Bachelors,"Transformer Models, PyTorch Lightning",Content Writer,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv2332,6,Masters,"FastAPI, Git, Hadoop, JSON, Machine Learning, Model Deployment, PyTorch, Python, Regression, Seaborn, Statistics",Machine Learning Engineer,FALSE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv2333,1,Masters,"GPT, Docker Compose",Data Entry Operator,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv2334,6,PhD,"Azure, CI/CD, Clustering, Machine Learning, NumPy, Pandas, PyTorch, Seaborn, Spark, Streamlit, Time Series",AI Researcher,TRUE,"Experienced ML engineer with strong background in model development, deployment, and monitoring.",1
cv2335,3,Masters,"AWS, JSON, FastAPI, Docker, NumPy, Linux",Telecaller,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv2336,5,Masters,"Model Deployment, Scikit-learn, GCP, Docker, Git",Customer Support,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv2337,2,Masters,"HuggingFace, PyTorch Lightning, Azure",Administrative Assistant,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv2338,4,Masters,"AWS, Deep Learning, HuggingFace, Linux, Machine Learning, NLP, Pandas, Power BI, Python, Statistics, TensorFlow, Time Series",Computer Vision Engineer,FALSE,"Researcher focused on NLP and transformer-based models, with publications in top conferences.",1
cv2339,1,Bachelors,"Kubernetes, CI/CD, Seaborn",Marketing Intern,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv2340,7,Bachelors,"PyTorch, Transformer Models",Receptionist,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv2341,2,Masters,"CI/CD, Git, Python, AWS",Customer Support,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv2342,3,Bachelors,"Signal Processing, Model Deployment",Marketing Intern,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv2343,8,Masters,"Deep Learning, Docker, FastAPI, HuggingFace, LightGBM, Machine Learning, Pandas, Power BI, Python, Regression, Reinforcement Learning, TensorFlow",Data Scientist,TRUE,"NLP specialist skilled in text preprocessing, fine-tuning transformer models, and evaluation.",1
cv2344,1,Masters,"Kubernetes, Linux, NLP, NumPy, Pandas, PyTorch, Spark, Statistics",Machine Learning Engineer,TRUE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv2345,1,Bachelors,"PyTorch, Deep Learning, XGBoost, OpenCV, Data Engineering",Telecaller,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv2346,2,Bachelors,"REST APIs, NumPy, TensorFlow",Sales Executive,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv2347,2,Bachelors,"SQL, Reinforcement Learning, FastAPI, OpenCV, GPT, AWS",Office Assistant,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv2348,0,Masters,"Signal Processing, Flask, XGBoost, Python, Speech Recognition, HuggingFace",Administrative Assistant,FALSE,Office assistant with administrative experience and basic computer skills.,0
